"no_de_solicitud","fecha_de_creaci_n","tipo_de_solicitud","es_anonima","descripci_n_de_la_solicitud","estado","fue_delegada","origen"
"92226587506","19 octubre 2020 11:19:08","Sugerencia","SI","quiero conocer mi puntaje del sisben","Abierta","SI","Chat"
"92219565106","19 octubre 2020 10:50:29","Sugerencia","SI","Buenos días señora Silvia es que deseo pagar  el impuesto predial del predio
01-02-0051-0010-000 Y 01-02-0051-0009-000 propietaria MARGARITA ROSA SARMIENTO QUIMBAYO los años que tenemos pendientes y  que rebajas aplica para este pago que formas podemos hacerlo porque yo no resido allá","Abierta","SI","Chat"
"92208466606","19 octubre 2020 10:40:15","Sugerencia","SI","Buenos dias solicito el paz y salvo del impuesto predial de una casa en Flandes como hago ayudenme por favor","Cerrada","SI","Chat"
"92199181206","19 octubre 2020 10:18:27","Sugerencia","SI","Como puedo solicitar un certificado de tradicion y libertad de un inmueble de Flandes Tolima desde Bogotá","Cerrada","NO","Chat"
"92185195806","19 octubre 2020 10:09:28","Sugerencia","SI","la pagina para sedeelctronica nomecarga","Cerrada","NO","Chat"
"92178559606","18 octubre 2020 08:43:09","Sugerencia","SI","Buenas noches....
Mi inconformidad es que veo que aqui en el municipio de flandes no respetan el aislamiento ya que en el lugar donde me encuentro  que es el barrio villas las palmas via espinal la gente se reune como si nada y toma sin ninguna protecion de aislamiento y no tiene ni el mas minimo cuidado por los demas y la contaminacion auditiva ... me acerque a unos agentes de policia motorizados que iba una señora y el señor agente medieron este numero que no funciona para nada 310 568 87 87 que la verdad trate de comunicarme y salia numero errado.. oacaso a quien tengo que dirigirme o tendre que realizar un video para darlo aconocer ya que aqui en flandes tolima no hay medios de prevencion. 
Espero antemanos una respuesta  y agradezco su colaboracion","Cerrada","SI","Chat"
"92165049606","17 octubre 2020 10:56:05","Sugerencia","SI","Buenos días quisiera saber cómo va la reapertura de las piscinas?","Cerrada","SI","Chat"
"92157442801","17 octubre 2020 08:48:48","Solicitud de información","NO","Amablemente solicito su ayuda en la expedición del paz y salvo municipal del impuesto predial y el de valorización, para el predio ubicado en el CONJUNTO PARQUES DE ALEJANDRIA 4 ETAPA, MANZANA 7, CASA 06 a nombre del MARTHA E MARTINEZ con CC.35.487.878, Nro Matrícula 357-32931 Por favor enviarlo al correo paolareal_m@hotmail.com
gracias","Abierta","SI","PQRDS"
"92142197201","16 octubre 2020 12:30:19","Solicitud de información","NO","Buenas tardes;

alquilamos una casa en el conjunto residenciar Orquidea Real 2, y me dirijo a ustedes, para solicitar el favor me informen, para cuando estiman r protocolos para las piscinas.

Gracias","Cerrada","SI","PQRDS"
"92131996702","16 octubre 2020 10:25:10","Petición","NO","Soy Angela Romero trabajadora social de la fundación Cardioinfantil, donde nos llegó remitido de la ciudad de Flandes el paciente Henry Arias, identificado CC. 7532008, el cual tiene 65 años, es vendedor ambulante y no cuenta con ninguna red de apoyo familiar. 
El paciente tiene un diagnóstico de: 1. Masa en la cabeza del páncreas, con importante dilatación del conducto pancreático principal atrofia de la glándula y marcada dilatación secundaria de la vía biliar intra y extrahepática2. Depleción nutricional severa.
Su estado de salud actual representa que deberá iniciar un proceso oncológico, lo cual lo limitara para poder salir a las calles a trabajar como vendedor ambulante de tiza china. Por toda esta problemática social estoy solicitando que se estudie la posibilidad de poder vincularlo al programa de Colombia Mayor para que sea beneficiario del subsidio que se les entregan a los adultos mayores, así como también contemplar la posibilidad de gestionarle un cupo en algún hogar geriátrico del municipio. La dirección donde habita actualmente es la Carrera 6a # 9-31 barrio Lleras, allí paga $5000 por una habitación diariamente. Su número de celular es 3132750480 o el de la señora Isabel Pineda (amiga y vecina) 3114611864. Agradecemos todo el apoyo que se puedan brindar a este adulto mayor.","Cerrada","SI","PQRDS"
"92129965805","15 octubre 2020 12:30:38","Denuncia","NO","Señores Alcaldía de Flandes, es una lastima que la delincuencia organizada se este tomando este sector que es netamente turístico, en la madrugada del 9 de octubre sobre las 2:30 de la mañana 4 casas del condominio Monaco zona rural fueron hurtadas las pertenencias de sus residentes, dinero, celulares, joyas, computadores y otros, (20 millones aproximadamente)lo peor del caso es que se llamo a la policía y no atendieron la solicitud de auxilio para acudir al sitio para atender a los ciudadanos a quienes se les había robado hasta el momento. esto es una clara violacion a los derechos de los ciudadanos y una omisión policial o negligencia, esto sera informado a la procuraduría y dirección nacional de la policía.","Abierta","SI","PQRDS"
"92113499302","15 octubre 2020 12:04:02","Petición","NO","Buenos días:

Les solicito el favor de remitirme un archivo con la copia de la factura de cobro del impuesto predial. Hasta la semana pasada pude volver a la casa en Pakistan II pero la factura que me entregaron en la portería tiene vencimiento el 30-09-20 y muy posiblemente en el banco no la reciben. Traté de cancelar por medio de la página virtual pero no funciona. el pago lo voy a realizar en Bogotá.
La cédula catastral del inmueble es 73-275-01-03-00-00-0193-0009-8-02-00-0000

Muchas gracias","Abierta","SI","PQRDS"
"92103796002","15 octubre 2020 10:07:28","Petición","NO","El Chip para el pago del predial o procedimiento para el pago","Abierta","SI","PQRDS"
"92096104401","15 octubre 2020 07:37:45","Solicitud de información","NO","Cordialmente 

Acudo a su gestión para la generación del recibo para pago del predial 2020","Abierta","SI","PQRDS"
"92084634102","14 octubre 2020 02:02:49","Petición","NO","Girardot 14 de Octubre del 2020

Señor 
Luis Fernando Arias Prada  
Secretario de Gobierno
Alcaldía Municipal de Flandes  
Tolima 

Cordial Saludo:

Respetado señor, por medio de la presente y en mi calidad de Represente Legal del Conjunto Barlovento Apartamentos P.H. Nit. 900.183.840-1, solcito a usted la Representación Legal de la Copropiedad para los trámites administrativos correspondientes a mi cargo.

Muchas gracias por su ayuda y valiosa colaboración con la administración.

Agradezco la atención prestada 

--
Marllyn Pérez
Represente Legal","Abierta","SI","PQRDS"
"92074981702","13 octubre 2020 09:34:25","Petición","NO","de la manera mas atenta y respetuosa me permito solicitar lo siguiente:

1. copia de aportes a pensión de los periodos comprendidos entre el 01 de enero de 2019 hasta el 31 de marzo de 2019  durante mi tiempo laborado como guarda de seguridad.","Cerrada","SI","PQRDS"
"92069569202","10 octubre 2020 11:35:32","Petición","NO","ALCALDIA MUNICIPAL DE FLANDES 
SECRETARIA DE PLANEACION E INFRAESTRUCTURA FISICA

ASUNTO: DERECHO DE PETICIÓN
 
MAGDA BETSABE MOYANO PLAZAS, identificado con la C.C. 52853948 de Bogotá,  en virtud del Derecho de petición establecido en la Constitución Política de Colombia artículo 23, en mi condición de propietaria del inmueble ubicado en el departamento del Tolima, municipio Flandes, proyecto urbanístico conjunto vallesue con dirección calle 1 s 11-111/263 Alcalá 2 apto 203 torre 6 bloque A.

PRETENSION: Solicito de manera respetuosa se me envié por este medio el paz y salvo del impuesto predial y el paz y salvo de valorización, por los siguientes hechos: 
1.	El día 27 de noviembre del 2017 firme promesa de compra y venta entre la SOCIEDAD PRABYC INGENIEROS S.A.S en calidad de prometiente vendedora y MAGDA BETSABE MOYANO PLAZAS en calidad de prometiente compradora. 

2.	El día 18 de noviembre de 2019 en la notaria 16 del circulo de Bogotá me presente para celebrar el contrato de compra y venta del inmueble ubicado en el departamento del Tolima, municipio Flandes, proyecto urbanístico conjunto vallesue con dirección calle 1 s 11-111/263 Alcalá 2 apto 203 torre 6 bloque A.

3.	El día 10 de diciembre PRABYC INGENIEROS S.A.S en calidad de vendedor del proyecto vallesue realizo la entrega material y real del inmueble en mención.

4.	El día 16 de junio del 2020 cancele el impuesto predial con numero de pago 4424/1301159770532020011 a la empresa municipio de Flandes Tolima – predial Cra 8 calle 12 esquina por un total de $247.300 (doscientos cuarenta y siete mil trecientos pesos) con datos del cliente identificación: 0830053812-2 IP: 181.59.22.135 a nombre de FIDUCIARIA S A ALIANZA – FIDUCIARIA – S A con e-mail magbet22@yahoo.com 

5.	Es mi deber aclarar que soy la propietaria y cancele el impuesto predial a nombre de FIDUCIARIA S A ALIANZA – FIDUCIARIA – S A pues no he logrado a la fecha celebrar contrato de compraventa, aun cuando ya me entrego real y materialmente la constructora PRABYC INGENIEROS S.A.S","Abierta","SI","PQRDS"
"92056888301","08 octubre 2020 11:30:06","Solicitud de información","NO","buenas tardes respetuosamente me dirijo a usted para solicitar muy amablemente  algunos datos para una tarea de investigacion.
necesito saber cuantos ancianatos u hogares geriatricos hay en el municipio y mas o menos una estadistica  de cuantos adultos mayores sufren abandono. gracias por su colaboracion y pronta respuesta","Cerrada","SI","PQRDS"
"92045787902","08 octubre 2020 10:22:34","Petición","NO","Un cordial saludo.  

Recurrimos a ustedes ya que en días pasados enviamos una solicitud de carácter urgente para la validación de un titulo académico del Liceo Los Ángeles, hasta el momento no hemos recibido respuesta y no contestan las líneas telefónicas que hay en internet destinadas al colegio. 
 Solicitamos su colaboración en la mayor brevedad posible en lograr contactar de nuevo a las personas de la institución, para contestar el correo.  
Para dar continuidad a proceso de selección, solicito validación de la información académica del señor DIEGO FELIPE QUINTERO ALTAMIRA con C.C 1014197985

Adjunto documento para su respectiva validación

Agradezco su gestión y pronta respuesta,","Cerrada","SI","PQRDS"
"92032917702","07 octubre 2020 05:41:51","Petición","NO","Buenas tardes cordial saludo.

Tengo una casa en la urbanización las quintas de Flandes la cual estoy vendiendo; al hacer los trámites correspondientes me di cuenta que el número de la cédula catrastal del recibo del impuesto predial no corresponde al de la escritura pese a que el recibo aparece a mi nombre con la dirección del inmueble.
Por este motivo no he podido continuar con el proceso de venta.
Solicito amablemente sea revisado y corregido el número de cédula catrastal ya que me he visto afectado para la realización del trámite de venta.

Quedo pendiente, hasta pronto.","Abierta","SI","PQRDS"
"92021257102","07 octubre 2020 12:03:29","Petición","NO","Buenas tardes.

Solicito amablemente me  sea enviado el paz y salvo por concepto de pago de impuesto predial del predio Mz M Cs 5 ARAGON III
Cédula Catastral  73-275-01-02-00-00-0161-0005-8-03-00-0000 que se encuentra a mi nombre.

El Impuesto fue cancelado el dia 7 de octubre de los corrientes por medios electrònicos PSE, banco DAVIVIENDA de acuerdo a la factura  2020029101.

Comprobantes que anexo a la presente.

Agradezco su oportuna informacion.","Cerrada","NO","PQRDS"
"92011647801","07 octubre 2020 11:35:14","Solicitud de información","NO","Solicito la factura para pago de impuesto predial del predio   Mz M Cs 5 ARAGON III
Cédula Catastral 73-275-01-02-00-00-0161-0005-8-03-00-0000

El día 9 de septiembre hice la misma solicitud, con numero de radicado 3220 y no ha sido respondida,  a hacerle seguimiento y el sistema me dice que no estoy registrada, cuando ya el usuario ha sido creado.

Intento pagar con la  factura  2020029101 del mes de junio y el sistema no permite incluir la referencia, por que la numeración no cabe completa.

Solicito me informen, si no es posible por este medio, que debo hacer para cancelar.

Además manifiesto que estoy interesada en obtener el beneficio del Decreto 678 de 2020","Abierta","SI","PQRDS"
"92002742006","05 octubre 2020 03:02:11","Sugerencia","NO","Teniendo en cuenta que ya se abrieron los diferentes sitios de turismo en colombia, solicito a ustedes que den via libre al uso de piscinas en este municipio ,en los determinados lugares de descanso y conjuntos cerrados. Eso si que se tengan en cuenta todos los protocolos de seguridad. Pero que cuando viajemos en familia den acceso a las piscinas ya que con este maravillosos clima caliente y lo linda que es flandes ,es necesario que nuestros niños que llevan tanto tiempo encerrados puedan participar en forma saludable de estas piscinas. Además aclaro que la mayoría de conjuntos en flandes ya tienen los protocolos de seguridad establecidos.","Cerrada","SI","PQRDS"
"91994990302","01 octubre 2020 06:03:01","Petición","NO","EL 18 DE SEPTIEMBRE SOLICITE POR MEDIO DE LA OFICINA VIRTUAL EL IMPUESTO PREDIAL DE MI APTO, ME ASIGNAN EL NUMERO DE SOLICITUD 3330, PERO AL INGRESAR A LA PLATAFORMA A CONSULTAR EL ESTADO DEL REQUERIMIENTO NO ME LO PERMITE DICE QUE NO EXISTE, ME PODRIAN COLABORAR CON EL TRAMITE. MIL GRACIAS","Abierta","SI","PQRDS"
"91988209102","01 octubre 2020 11:52:47","Petición","NO","Buenos dias 
solicito verificar el cobro realizado por servicio de energia al predio con codigo 246779 ubicado en flandes tolima  con fecha de pago oportuno OCTUBRE 8 DE 2020.
Lo anterior debido a que he pagado las facturas puntualmente y el predio se encuentra desocupado desde enero del 2020 
Que el valor cobrado es de $121.769 y no entiendo de donde sale ese consumo
Gracias por la pronta respuesta","Cerrada","NO","PQRDS"
"91971539901","01 octubre 2020 10:08:05","Solicitud de información","NO","Buen día, por favor necesito un paz y salvo de secretaria de Hacienda de Flandes con el fin de adelantar proceso de cesión de derechos herenciales del  predio con matricula inmobiliaria 357-33573,  de la seccional de Espinal,  ficha catastral 000100051591801 y en el recibo del predial aparece 010202130002803, y se registra con direccion  predio C 6  7 91 S Mz 3 C Cs 2 Parque Alenjadría.","Abierta","SI","PQRDS"
"91962375802","30 septiembre 2020 06:52:50","Petición","NO","Florencia, 30 de septiembre de 2020 


Señor
Alcalde del Municipio de FLANDES 
(O quien haga sus veces)
Ciudad


De forma cordial y en ejercicio del derecho de petición consagrado en el artículo 23 de la Carta Magna y el CPACA me refiero a lo siguiente:

El Municipio de FLANDES por medio de sus empleados y funcionarios, se ha encargado de cobrar o recaudar diferentes impuestos como estampillas o tasas desde hace mucho tiempo, a cargo de los contratistas.

1.	Conforme a lo anterior, solicito me sea informado, desde qué fecha se está cobrando a los contratistas del Municipio la Estampilla o tasa Procultura, la Estampilla o tasa Prodeporte, la Estampilla o tasa para el bienestar del adulto mayor y la Estampilla o tasa Prodesarrollo?

2.	Qué disposición o disposiciones de tipo legal facultan a la administración Municipal a hacer el cobro a los contratistas del Municipio, la Estampilla o tasa Procultura, la Estampilla o tasa Prodeporte, la Estampilla o tasa para el bienestar del adulto mayor y la Estampilla o tasa Prodesarrollo, desde que se implementó el cobro de ese impuesto?.

3.	Se me entregue una copia de los fundamentos legales, sea ley, acuerdo, decreto, (de ser varios, todos en conjunto) que faculta(n) a la administración Municipal a hacer el cobro de la Estampilla o tasa Procultura, la Estampilla o tasa Prodeporte, la Estampilla o tasa para el bienestar del adulto mayor y la Estampilla o tasa Prodesarrollo.

4.	Cuánto se ha recaudado desde que se empezó realizar el respectivo cobro de la Estampilla o tasa Procultura, la Estampilla o tasa Prodeporte, la Estampilla o tasa para el bienestar del adulto mayor y la Estampilla o tasa Prodesarrollo hasta la fecha, discriminando año a año.

Para efecto de notificaciones, las mismas se pueden realizar en la carrera 1 N. 31-54 apto 104 del Conjunto Residencial Mirador de Shaddai de la ciudad de Florencia, pero, para facilitar la misma, se puede hacer a mi correo electrónico “LCRO1985@HOTMAIL.COM”.


Con el respeto de siempre, 



LUIS CARLOS RODRÍGUEZ ORTEGA
C.C.","Abierta","SI","PQRDS"
